Customer_Key,Total_Number_of_Calls,AHT,Contract_End_Date,Call_Date,Product_Type,Product_Status,Customer_Type
4110,2,531.5114889,30/01/2026,22/05/2020,Product 3,Status 4,Type 2
4111,4,556.7633026,16/11/2021,20/11/2021,Product 2,Status 4,Type 1
4112,1,398.4362144,07/02/2021,13/02/2021,Product 2,Status 2,Type 1
4113,1,431.1344536,03/08/2021,10/08/2021,Product 2,Status 1,Type 1
4114,1,308.5362362,22/06/2020,26/06/2020,Product 1,Status 4,Type 1
4115,1,517.2904038,06/11/2025,20/02/2020,Product 1,Status 3,Type 2
4116,1,286.8075435,25/05/2021,26/05/2021,Product 2,Status 2,Type 1
4117,1,278.9325913,12/01/2026,30/08/2020,Product 1,Status 2,Type 2
4118,2,158.4555899,06/02/2022,14/11/2021,Product 4,Status 1,Type 3
4119,3,366.5385219,25/04/2026,12/07/2021,Product 1,Status 4,Type 2
4120,1,96.54213336,08/05/2022,27/01/2022,Product 4,Status 1,Type 3
4121,1,99.63441053,27/04/2022,14/01/2022,Product 4,Status 1,Type 3
4122,1,380.127772,02/06/2020,04/06/2020,Product 2,Status 2,Type 1
4123,1,312.8244551,11/11/2020,14/11/2020,Product 1,Status 1,Type 1
4124,1,271.6845281,04/04/2021,04/04/2021,Product 1,Status 2,Type 1
4125,1,491.2188129,08/08/2026,25/06/2021,Product 3,Status 2,Type 2
4126,1,465.2149582,16/05/2020,14/05/2020,Product 1,Status 1,Type 1
4127,2,416.6790749,29/01/2021,01/02/2021,Product 1,Status 3,Type 1
4128,1,336.9355065,12/02/2020,12/02/2020,Product 1,Status 3,Type 1
4129,2,80.10875026,08/03/2021,11/03/2021,Product 1,Status 4,Type 1
4130,1,307.6346141,22/01/2020,22/01/2020,Product 2,Status 2,Type 1
4131,1,426.4688867,04/11/2020,06/11/2020,Product 1,Status 4,Type 1
4132,1,95.22401027,24/10/2021,15/08/2021,Product 2,Status 1,Type 3
4133,1,176.265547,13/12/2021,17/12/2021,Product 2,Status 4,Type 1
4134,1,497.1992997,04/10/2020,08/10/2020,Product 1,Status 1,Type 1
4135,2,334.6075822,17/11/2025,24/04/2021,Product 2,Status 1,Type 2
4136,2,459.3153337,01/06/2021,31/05/2021,Product 2,Status 1,Type 1
4137,3,435.3130127,07/06/2021,08/06/2021,Product 2,Status 1,Type 1
4138,1,532.199951,29/10/2025,14/02/2021,Product 1,Status 2,Type 2
4139,1,423.6585917,12/08/2025,01/06/2021,Product 3,Status 4,Type 2
4140,4,367.1728477,24/08/2020,27/08/2020,Product 1,Status 4,Type 1
4141,2,447.0518308,25/08/2020,27/08/2020,Product 1,Status 4,Type 1
4142,2,532.4648284,23/02/2025,22/11/2021,Product 3,Status 2,Type 2
4143,2,701.0013359,21/06/2026,15/07/2020,Product 1,Status 2,Type 2
4144,1,133.1948105,20/10/2021,13/08/2021,Product 2,Status 4,Type 3
4145,1,268.1953674,07/10/2021,10/10/2021,Product 1,Status 2,Type 1
4146,1,142.3731951,02/02/2021,10/02/2021,Product 1,Status 2,Type 1
4147,1,441.0458025,04/04/2020,08/04/2020,Product 2,Status 3,Type 1
4148,1,100.3377117,13/09/2020,14/09/2020,Product 1,Status 2,Type 1
4149,1,356.6622491,30/09/2020,04/10/2020,Product 2,Status 3,Type 1
4150,2,499.9487073,26/09/2025,22/01/2021,Product 3,Status 1,Type 2
4151,1,275.7809274,13/06/2020,15/06/2020,Product 2,Status 3,Type 1
4152,2,262.0911313,24/01/2021,29/01/2021,Product 1,Status 1,Type 1
4153,1,624.1965886,07/01/2026,14/04/2021,Product 2,Status 2,Type 2
4154,4,369.2860857,18/11/2021,21/11/2021,Product 1,Status 3,Type 1
4155,4,149.7726816,03/03/2020,07/03/2020,Product 2,Status 4,Type 1
4156,1,315.5491589,18/03/2020,19/03/2020,Product 2,Status 1,Type 1
4157,1,89.77040871,16/03/2020,19/03/2020,Product 1,Status 3,Type 1
4158,1,295.5170544,27/07/2020,29/07/2020,Product 2,Status 1,Type 1
4159,2,337.3150219,05/05/2020,09/05/2020,Product 2,Status 2,Type 1
4160,1,137.9022707,12/11/2021,21/08/2021,Product 2,Status 3,Type 3
4161,1,155.9602528,16/03/2022,06/12/2021,Product 4,Status 3,Type 3
4162,1,188.0423508,31/03/2021,05/04/2021,Product 2,Status 2,Type 1
4163,1,477.6433737,02/09/2020,05/09/2020,Product 2,Status 1,Type 1
4164,2,516.5801073,14/01/2021,18/01/2021,Product 1,Status 2,Type 1
4165,1,117.5438579,08/01/2022,14/01/2022,Product 1,Status 3,Type 1
4166,2,416.7109923,25/09/2021,25/09/2021,Product 1,Status 1,Type 1
4167,1,325.2091969,10/09/2021,11/09/2021,Product 1,Status 3,Type 1
4168,1,678.484055,25/06/2025,13/08/2020,Product 3,Status 2,Type 2
4169,1,216.4683933,21/10/2021,17/07/2021,Product 4,Status 1,Type 3
4170,1,504.318775,07/10/2026,30/05/2021,Product 2,Status 4,Type 2
4171,1,124.4496261,12/12/2021,08/09/2021,Product 4,Status 2,Type 3
4172,2,160.6105006,22/08/2021,24/08/2021,Product 2,Status 4,Type 1
4173,1,567.9802361,23/07/2025,19/04/2020,Product 2,Status 3,Type 2
4174,2,258.2386801,17/10/2021,17/10/2021,Product 1,Status 4,Type 1
4175,1,493.7587403,16/07/2020,20/07/2020,Product 2,Status 2,Type 1
4176,1,116.1650287,03/12/2021,25/08/2021,Product 4,Status 3,Type 3
4177,1,271.7271703,16/06/2020,16/06/2020,Product 2,Status 1,Type 1
4178,1,464.9800122,16/08/2025,16/05/2021,Product 3,Status 2,Type 2
4179,1,-33.01356413,16/03/2020,18/03/2020,Product 2,Status 3,Type 1
4180,2,239.2739351,18/12/2020,18/12/2020,Product 2,Status 1,Type 1
4181,1,252.5062162,18/09/2021,20/09/2021,Product 1,Status 2,Type 1
4182,1,270.3150845,27/09/2021,27/09/2021,Product 2,Status 2,Type 1
4183,1,123.5803682,24/01/2022,14/11/2021,Product 2,Status 1,Type 3
4184,4,413.1553741,13/09/2020,14/09/2020,Product 2,Status 3,Type 1
4185,1,308.7470474,01/12/2020,30/11/2020,Product 1,Status 4,Type 1
4186,2,567.6252093,13/12/2026,08/02/2020,Product 3,Status 4,Type 2
4187,1,375.326396,13/04/2020,12/04/2020,Product 2,Status 2,Type 1
4188,2,123.7144686,26/05/2021,31/05/2021,Product 2,Status 3,Type 1
4189,2,548.6556128,07/05/2025,15/02/2020,Product 3,Status 2,Type 2
4190,1,372.2790688,27/09/2021,01/10/2021,Product 2,Status 1,Type 1
4191,1,256.4548427,03/02/2021,05/02/2021,Product 2,Status 3,Type 1
4192,1,391.1186785,05/08/2020,05/08/2020,Product 1,Status 3,Type 1
4193,2,342.3664717,01/10/2021,03/10/2021,Product 1,Status 2,Type 1
4194,1,326.5020716,24/08/2020,27/08/2020,Product 2,Status 3,Type 1
4195,2,615.9068849,22/02/2020,26/02/2020,Product 1,Status 3,Type 1
4196,2,252.5781304,08/04/2021,12/04/2021,Product 2,Status 3,Type 1
4197,1,507.1286246,21/08/2026,02/01/2022,Product 3,Status 4,Type 2
4198,1,588.7575393,17/09/2020,20/09/2020,Product 1,Status 1,Type 1
4199,2,443.8057667,25/10/2021,28/10/2021,Product 1,Status 1,Type 1
4200,1,228.0147159,18/01/2021,21/01/2021,Product 1,Status 2,Type 1
4201,1,519.3124824,25/12/2021,27/12/2021,Product 2,Status 1,Type 1
4202,1,440.4453372,31/07/2026,24/03/2020,Product 2,Status 3,Type 2
4203,2,111.7096352,04/05/2020,08/05/2020,Product 1,Status 4,Type 1
4204,2,408.0110325,14/09/2020,17/09/2020,Product 1,Status 2,Type 1
4205,1,104.8409135,18/03/2022,02/01/2022,Product 2,Status 3,Type 3
4206,3,454.3297144,24/07/2025,18/05/2020,Product 3,Status 3,Type 2
4207,2,461.6040124,23/02/2020,24/02/2020,Product 1,Status 2,Type 1
4208,3,271.4457635,29/05/2020,28/05/2020,Product 1,Status 4,Type 1
4209,1,495.6797919,25/10/2025,19/01/2022,Product 2,Status 3,Type 2
4210,2,395.4526943,20/11/2025,06/11/2020,Product 3,Status 2,Type 2
4211,2,236.7513295,30/06/2020,02/07/2020,Product 1,Status 3,Type 1
4212,1,478.3869906,21/08/2026,28/12/2020,Product 2,Status 1,Type 2
4213,1,137.7552215,27/09/2020,30/09/2020,Product 1,Status 4,Type 1
4214,1,641.3310015,02/08/2026,01/03/2021,Product 2,Status 3,Type 2
4215,2,425.8778782,11/04/2026,10/05/2020,Product 3,Status 1,Type 2
4216,1,489.4797217,13/03/2026,10/03/2020,Product 1,Status 2,Type 2
4217,1,602.4332313,16/05/2025,08/04/2021,Product 3,Status 3,Type 2
4218,1,349.3198832,07/01/2025,19/09/2020,Product 3,Status 1,Type 2
4219,2,547.9467697,02/12/2025,16/11/2021,Product 2,Status 2,Type 2
4220,2,457.9209945,19/11/2020,23/11/2020,Product 1,Status 2,Type 1
4221,2,343.2493682,19/10/2020,24/10/2020,Product 2,Status 4,Type 1
4222,2,284.2757283,28/11/2020,01/12/2020,Product 2,Status 3,Type 1
4223,1,503.0339885,14/07/2025,17/06/2020,Product 2,Status 2,Type 2
4224,2,493.3312603,29/12/2020,01/01/2021,Product 1,Status 1,Type 1
4225,1,601.3174194,07/09/2026,31/03/2020,Product 1,Status 3,Type 2
4226,1,409.3077412,21/04/2025,22/08/2020,Product 2,Status 2,Type 2
4227,1,607.5206267,05/02/2026,09/06/2021,Product 3,Status 1,Type 2
4228,1,409.104645,17/10/2020,22/10/2020,Product 2,Status 1,Type 1
4229,1,262.3416076,17/01/2021,19/01/2021,Product 1,Status 1,Type 1
4230,1,567.2222063,26/07/2025,13/09/2020,Product 2,Status 4,Type 2
4231,1,484.7225851,13/02/2026,25/02/2021,Product 3,Status 1,Type 2
4232,1,457.5872238,19/01/2020,23/01/2020,Product 2,Status 2,Type 1
4233,1,292.1705007,03/04/2021,06/04/2021,Product 2,Status 4,Type 1
4234,3,285.4779779,19/01/2021,26/01/2021,Product 2,Status 4,Type 1
4235,2,304.1815254,21/11/2021,23/11/2021,Product 1,Status 2,Type 1
4236,3,188.796354,05/06/2020,07/06/2020,Product 1,Status 4,Type 1
4237,1,145.1643988,14/04/2021,16/04/2021,Product 1,Status 4,Type 1
4238,2,338.2027253,26/04/2021,27/04/2021,Product 2,Status 4,Type 1
4239,2,127.0735829,14/05/2020,16/05/2020,Product 1,Status 2,Type 1
4240,1,400.4423731,02/07/2020,03/07/2020,Product 1,Status 3,Type 1
4241,1,460.9351008,30/10/2020,01/11/2020,Product 2,Status 3,Type 1
4242,1,283.8064296,26/05/2021,27/05/2021,Product 1,Status 4,Type 1
4243,1,175.2410726,18/01/2021,22/01/2021,Product 2,Status 3,Type 1
4244,1,590.1050569,30/06/2021,03/07/2021,Product 2,Status 4,Type 1
4245,2,266.4782829,24/05/2021,24/05/2021,Product 2,Status 3,Type 1
4246,1,551.7601337,24/04/2021,27/04/2021,Product 2,Status 4,Type 1
4247,1,243.2713596,23/02/2020,27/02/2020,Product 1,Status 2,Type 1
4248,2,512.8914349,15/01/2021,19/01/2021,Product 1,Status 1,Type 1
4249,1,243.2512478,23/03/2020,25/03/2020,Product 2,Status 2,Type 1
4250,1,177.5865401,17/02/2021,23/02/2021,Product 1,Status 4,Type 1
4251,1,109.898289,11/03/2022,25/11/2021,Product 2,Status 3,Type 3
4252,2,381.1270915,16/01/2022,20/01/2022,Product 2,Status 2,Type 1
4253,2,389.9125889,17/07/2021,17/07/2021,Product 2,Status 4,Type 1
4254,1,276.287317,20/12/2020,22/12/2020,Product 1,Status 2,Type 1
4255,2,512.9541806,22/12/2021,24/12/2021,Product 2,Status 3,Type 1
4256,2,293.6118404,13/11/2021,15/11/2021,Product 2,Status 3,Type 1
4257,1,388.5832261,27/02/2021,02/03/2021,Product 1,Status 1,Type 1
4258,1,513.3495256,11/05/2026,26/12/2020,Product 1,Status 1,Type 2
4259,2,346.2017267,12/11/2021,18/11/2021,Product 2,Status 3,Type 1
4260,2,479.0567996,21/07/2025,12/08/2020,Product 2,Status 4,Type 2
4261,1,176.3991103,09/12/2021,13/09/2021,Product 4,Status 2,Type 3
4262,1,479.4560328,19/08/2021,22/08/2021,Product 1,Status 2,Type 1
4263,5,280.3048605,17/05/2021,20/05/2021,Product 1,Status 1,Type 1
4264,1,549.1691637,25/10/2025,22/01/2020,Product 1,Status 4,Type 2
4265,1,390.4136519,04/03/2026,04/12/2021,Product 2,Status 3,Type 2
4266,1,412.8789684,25/12/2020,29/12/2020,Product 1,Status 1,Type 1
4267,1,224.9917874,05/07/2021,07/07/2021,Product 2,Status 2,Type 1
4268,3,325.5074217,19/02/2020,24/02/2020,Product 2,Status 2,Type 1
4269,1,218.2545069,08/08/2020,10/08/2020,Product 2,Status 3,Type 1
4270,1,296.4676535,13/11/2020,14/11/2020,Product 2,Status 4,Type 1
4271,1,296.6676802,07/08/2021,09/08/2021,Product 1,Status 2,Type 1
4272,1,352.7843963,22/11/2021,20/11/2021,Product 1,Status 3,Type 1
4273,1,447.6945294,20/11/2026,30/01/2022,Product 3,Status 4,Type 2
4274,2,454.0669208,19/11/2026,27/03/2020,Product 3,Status 3,Type 2
4275,1,124.7333577,13/04/2022,14/01/2022,Product 4,Status 2,Type 3
4276,1,550.1870029,22/01/2025,31/01/2022,Product 2,Status 3,Type 2
4277,2,487.3499457,28/09/2021,28/09/2021,Product 1,Status 2,Type 1
4278,1,514.5952543,29/01/2026,15/09/2020,Product 3,Status 4,Type 2
4279,1,319.4181382,02/06/2021,07/06/2021,Product 1,Status 3,Type 1
4280,1,302.3748424,29/11/2020,01/12/2020,Product 2,Status 2,Type 1
4281,1,520.6145072,17/12/2026,20/01/2022,Product 1,Status 4,Type 2
4282,1,233.1435186,10/03/2021,12/03/2021,Product 1,Status 4,Type 1
4283,1,361.3517877,26/03/2026,09/10/2021,Product 2,Status 1,Type 2
4284,2,353.2366527,04/01/2021,05/01/2021,Product 2,Status 4,Type 1
4285,1,477.5732367,21/04/2025,19/12/2021,Product 3,Status 2,Type 2
4286,1,155.3557496,29/08/2020,01/09/2020,Product 2,Status 2,Type 1
4287,1,364.7886002,27/04/2021,01/05/2021,Product 2,Status 3,Type 1
4288,1,128.8304624,05/05/2022,09/01/2022,Product 4,Status 1,Type 3
4289,1,551.1791804,13/04/2025,19/07/2021,Product 1,Status 4,Type 2
4290,1,292.2233618,03/10/2020,07/10/2020,Product 1,Status 4,Type 1
4291,1,46.11542331,05/10/2021,08/10/2021,Product 1,Status 1,Type 1
4292,1,562.2029237,17/01/2025,12/01/2020,Product 1,Status 4,Type 2
4293,1,374.0863535,02/02/2021,05/02/2021,Product 2,Status 3,Type 1
4294,1,164.7492978,23/02/2022,02/12/2021,Product 4,Status 1,Type 3
4295,1,410.174897,26/11/2026,22/05/2020,Product 2,Status 4,Type 2
4296,1,338.0239415,20/05/2021,24/05/2021,Product 2,Status 2,Type 1
4297,1,113.9906578,21/01/2022,14/10/2021,Product 4,Status 1,Type 3
4298,2,397.318487,04/10/2021,05/10/2021,Product 2,Status 2,Type 1
4299,1,516.0353431,15/02/2021,19/02/2021,Product 2,Status 2,Type 1
4300,2,531.4186323,13/10/2026,12/12/2020,Product 3,Status 2,Type 2
4301,1,445.7149039,16/01/2021,19/01/2021,Product 2,Status 1,Type 1
4302,2,503.4592015,04/11/2026,15/02/2020,Product 3,Status 1,Type 2
4303,1,436.8922135,29/09/2026,09/10/2020,Product 2,Status 2,Type 2
4304,1,478.5202455,01/08/2026,22/11/2020,Product 3,Status 3,Type 2
4305,2,393.5238191,17/05/2021,19/05/2021,Product 1,Status 3,Type 1
4306,1,207.3360011,12/11/2021,14/11/2021,Product 1,Status 4,Type 1
4307,1,601.3842809,06/06/2026,12/05/2020,Product 2,Status 3,Type 2
4308,1,259.4505601,26/09/2021,29/09/2021,Product 2,Status 1,Type 1
4309,1,515.625665,01/06/2026,18/01/2021,Product 3,Status 2,Type 2
4310,3,415.9275575,04/04/2020,08/04/2020,Product 2,Status 3,Type 1
4311,1,470.2009674,13/05/2021,17/05/2021,Product 1,Status 4,Type 1
4312,2,373.2956688,25/10/2020,27/10/2020,Product 2,Status 4,Type 1
4313,1,339.1762585,10/05/2020,13/05/2020,Product 1,Status 4,Type 1
4314,2,571.4858698,14/12/2026,26/10/2020,Product 3,Status 4,Type 2
4315,3,436.5234615,29/06/2021,04/07/2021,Product 2,Status 3,Type 1
4316,1,671.666614,24/12/2021,27/12/2021,Product 2,Status 2,Type 1
4317,1,441.5135567,23/11/2026,18/06/2020,Product 3,Status 1,Type 2
4318,1,123.8625113,16/11/2021,08/08/2021,Product 4,Status 1,Type 3
4319,1,118.5657051,14/10/2021,09/07/2021,Product 4,Status 4,Type 3
4320,2,359.864921,23/01/2020,25/01/2020,Product 2,Status 2,Type 1
4321,1,249.9527477,13/09/2020,18/09/2020,Product 2,Status 2,Type 1
4322,1,462.2034163,06/07/2020,09/07/2020,Product 1,Status 2,Type 1
4323,1,100.4068786,05/01/2022,03/10/2021,Product 4,Status 1,Type 3
4324,1,129.397874,11/01/2022,19/10/2021,Product 4,Status 3,Type 3
4325,3,549.5279815,10/11/2020,10/11/2020,Product 1,Status 3,Type 1
4326,1,476.5040767,18/01/2025,24/07/2020,Product 3,Status 3,Type 2
4327,2,66.4176892,21/03/2020,24/03/2020,Product 1,Status 3,Type 1
4328,2,638.5055814,25/09/2025,26/07/2020,Product 2,Status 2,Type 2
4329,3,499.32217,18/04/2026,16/08/2020,Product 1,Status 2,Type 2
4330,1,694.3454573,22/08/2021,25/08/2021,Product 2,Status 2,Type 1
4331,1,196.966089,31/08/2021,05/09/2021,Product 2,Status 1,Type 1
4332,2,436.986309,04/10/2025,08/07/2021,Product 3,Status 1,Type 2
4333,2,139.2107222,04/05/2021,05/05/2021,Product 1,Status 1,Type 1
4334,1,249.5477838,27/07/2021,26/07/2021,Product 1,Status 4,Type 1
4335,1,266.0786411,19/02/2020,20/02/2020,Product 1,Status 4,Type 1
4336,3,521.6124378,06/04/2026,27/08/2021,Product 1,Status 2,Type 2
4337,1,80.61937582,20/11/2021,07/08/2021,Product 2,Status 2,Type 3
4338,2,432.2010654,09/11/2025,14/01/2020,Product 1,Status 1,Type 2
4339,2,205.1181947,16/06/2021,20/06/2021,Product 1,Status 2,Type 1
4340,1,467.7221761,30/03/2025,19/04/2021,Product 3,Status 3,Type 2
4341,2,295.9904417,16/09/2021,19/09/2021,Product 1,Status 3,Type 1
4342,3,605.6443101,02/12/2025,24/07/2020,Product 3,Status 4,Type 2
4343,2,405.3551702,19/04/2021,23/04/2021,Product 1,Status 2,Type 1
4344,1,589.6242815,14/02/2025,29/10/2021,Product 2,Status 1,Type 2
4345,1,382.3204738,09/09/2020,11/09/2020,Product 2,Status 3,Type 1
4346,1,333.7564463,06/01/2022,09/01/2022,Product 2,Status 4,Type 1
4347,2,467.0264665,25/11/2020,24/11/2020,Product 1,Status 2,Type 1
4348,1,205.8954684,24/04/2021,24/04/2021,Product 1,Status 3,Type 1
4349,2,114.0878515,07/03/2022,12/12/2021,Product 4,Status 1,Type 3
4350,1,719.3235201,23/07/2025,29/03/2021,Product 3,Status 3,Type 2
4351,2,618.6447474,12/05/2025,20/04/2021,Product 2,Status 1,Type 2
4352,1,589.8027611,11/03/2025,13/09/2021,Product 2,Status 3,Type 2
4353,1,455.2739801,21/07/2020,24/07/2020,Product 2,Status 4,Type 1
4354,2,216.5210059,25/09/2021,01/10/2021,Product 1,Status 2,Type 1
4355,3,519.3046768,04/01/2026,03/04/2021,Product 3,Status 1,Type 2
4356,2,162.6103124,13/06/2021,17/06/2021,Product 1,Status 3,Type 1
4357,2,395.1940247,19/10/2021,21/10/2021,Product 1,Status 2,Type 1
4358,1,108.4220925,26/01/2022,20/10/2021,Product 4,Status 2,Type 3
4359,1,181.2586525,08/04/2021,11/04/2021,Product 1,Status 4,Type 1
4360,1,552.4763908,08/02/2026,08/05/2021,Product 3,Status 4,Type 2
4361,1,562.8914863,12/07/2020,14/07/2020,Product 2,Status 2,Type 1
4362,2,582.431473,10/02/2026,10/09/2021,Product 3,Status 3,Type 2
4363,1,383.0380196,11/10/2021,11/10/2021,Product 2,Status 4,Type 1
4364,1,357.9846223,24/01/2026,11/09/2020,Product 2,Status 3,Type 2
4365,2,519.8852023,05/09/2026,03/07/2021,Product 3,Status 3,Type 2
4366,3,266.7101724,27/07/2021,28/07/2021,Product 1,Status 1,Type 1
4367,2,555.4334798,16/10/2021,17/10/2021,Product 1,Status 4,Type 1
4368,1,522.8496975,10/01/2025,02/04/2020,Product 1,Status 2,Type 2
4369,1,377.0441747,06/11/2021,11/11/2021,Product 2,Status 3,Type 1
4370,1,373.8340572,28/12/2020,30/12/2020,Product 2,Status 4,Type 1
4371,3,229.2922985,15/03/2020,18/03/2020,Product 2,Status 4,Type 1
4372,1,410.9626578,18/06/2020,20/06/2020,Product 1,Status 2,Type 1
4373,1,510.0289046,01/11/2026,14/01/2020,Product 3,Status 2,Type 2
4374,3,42.4620258,30/08/2021,02/09/2021,Product 2,Status 1,Type 1
4375,1,483.7009685,06/09/2025,29/12/2020,Product 2,Status 2,Type 2
4376,1,116.9230417,27/10/2021,20/07/2021,Product 4,Status 1,Type 3
4377,2,438.2901347,30/05/2025,22/10/2020,Product 3,Status 3,Type 2
4378,1,640.6939338,08/03/2021,09/03/2021,Product 2,Status 4,Type 1
4379,1,386.1051946,13/09/2021,21/09/2021,Product 1,Status 3,Type 1
4380,1,104.3349104,17/09/2021,13/07/2021,Product 4,Status 2,Type 3
4381,4,199.5958181,22/07/2021,27/07/2021,Product 2,Status 2,Type 1
4382,1,414.6148912,17/12/2020,21/12/2020,Product 2,Status 3,Type 1
4383,1,575.2670221,17/07/2025,04/09/2020,Product 2,Status 2,Type 2
4384,1,435.5649543,07/04/2020,11/04/2020,Product 2,Status 3,Type 1
4385,2,523.8117666,16/12/2020,19/12/2020,Product 2,Status 4,Type 1
4386,1,494.1593467,15/12/2025,07/10/2021,Product 3,Status 2,Type 2
4387,1,336.0026536,19/12/2026,14/01/2020,Product 3,Status 3,Type 2
4388,1,130.1442044,06/05/2022,19/01/2022,Product 4,Status 3,Type 3
4389,1,430.462861,15/03/2020,16/03/2020,Product 2,Status 3,Type 1
4390,4,519.7423885,15/12/2020,17/12/2020,Product 2,Status 2,Type 1
4391,2,238.7855321,08/07/2021,09/07/2021,Product 1,Status 4,Type 1
4392,1,362.4447149,05/03/2021,11/03/2021,Product 2,Status 3,Type 1
4393,1,431.300569,08/11/2021,09/11/2021,Product 2,Status 2,Type 1
4394,1,142.6728957,24/09/2021,09/07/2021,Product 4,Status 1,Type 3
4395,1,286.4600785,24/08/2020,25/08/2020,Product 1,Status 2,Type 1
4396,2,294.9157165,26/05/2021,29/05/2021,Product 2,Status 1,Type 1
4397,1,507.307591,10/08/2025,15/10/2020,Product 1,Status 2,Type 2
4398,1,85.10783179,31/05/2020,04/06/2020,Product 1,Status 4,Type 1
4399,1,432.4252583,04/06/2026,07/09/2020,Product 3,Status 3,Type 2
4400,1,386.8290029,28/08/2025,25/02/2021,Product 2,Status 1,Type 2
4401,5,443.6472169,26/06/2020,30/06/2020,Product 1,Status 1,Type 1
4402,1,537.9897003,18/02/2020,18/02/2020,Product 2,Status 1,Type 1
4403,1,411.2000846,25/01/2022,27/01/2022,Product 1,Status 4,Type 1
4404,1,112.240724,29/01/2022,27/10/2021,Product 4,Status 2,Type 3
4405,1,303.854226,01/10/2020,03/10/2020,Product 1,Status 1,Type 1
4406,1,625.9840807,04/01/2022,06/01/2022,Product 2,Status 4,Type 1
4407,1,628.1605789,31/01/2026,19/12/2020,Product 3,Status 2,Type 2
4408,4,57.01221777,05/08/2020,07/08/2020,Product 1,Status 1,Type 1
4409,2,376.5774353,14/04/2020,16/04/2020,Product 1,Status 4,Type 1
4410,1,193.6821944,27/11/2021,02/09/2021,Product 4,Status 3,Type 3
4411,1,392.4870065,07/04/2021,08/04/2021,Product 1,Status 3,Type 1
4412,2,519.8680941,25/03/2021,28/03/2021,Product 1,Status 2,Type 1
4413,2,439.5419492,19/09/2020,21/09/2020,Product 2,Status 3,Type 1
4414,2,631.117793,06/03/2021,06/03/2021,Product 1,Status 2,Type 1
4415,4,124.7994288,22/09/2020,26/09/2020,Product 2,Status 2,Type 1
4416,1,551.3608753,15/01/2025,09/03/2021,Product 1,Status 4,Type 2
4417,2,486.3684691,08/02/2021,13/02/2021,Product 1,Status 4,Type 1
4418,2,585.0064994,13/07/2026,07/03/2020,Product 2,Status 2,Type 2
4419,1,146.4730327,13/04/2022,01/01/2022,Product 4,Status 4,Type 3
4420,2,249.5412982,07/08/2020,09/08/2020,Product 2,Status 4,Type 1
4421,1,286.4282038,24/01/2020,28/01/2020,Product 2,Status 1,Type 1
4422,3,348.5064232,25/12/2020,26/12/2020,Product 2,Status 1,Type 1
4423,1,113.7862189,07/12/2021,05/09/2021,Product 4,Status 1,Type 3
4424,1,137.5798016,19/11/2021,21/08/2021,Product 4,Status 2,Type 3
4425,1,601.5012313,02/03/2020,07/03/2020,Product 1,Status 2,Type 1
4426,2,434.486524,28/12/2021,01/01/2022,Product 1,Status 2,Type 1
4427,1,472.3925721,13/01/2025,24/07/2020,Product 1,Status 2,Type 2
4428,2,113.4907653,29/05/2021,01/06/2021,Product 1,Status 1,Type 1
4429,1,118.6804681,01/02/2022,04/11/2021,Product 4,Status 3,Type 3
4430,4,557.569118,19/04/2021,21/04/2021,Product 2,Status 3,Type 1
4431,1,541.3222359,07/07/2026,03/03/2020,Product 3,Status 3,Type 2
4432,1,502.4084504,30/07/2026,02/03/2021,Product 2,Status 2,Type 2
4433,1,65.00316126,12/05/2020,11/05/2020,Product 1,Status 2,Type 1
4434,1,369.0554204,18/05/2021,18/05/2021,Product 2,Status 2,Type 1
4435,1,494.7438078,20/07/2021,18/07/2021,Product 1,Status 1,Type 1
4436,2,407.0196005,13/08/2021,15/08/2021,Product 1,Status 3,Type 1
4437,2,227.9158898,02/11/2020,06/11/2020,Product 1,Status 3,Type 1
4438,1,138.2296674,21/09/2020,24/09/2020,Product 2,Status 4,Type 1
4439,2,251.086494,05/10/2020,08/10/2020,Product 1,Status 3,Type 1
4440,1,266.3864307,13/09/2020,13/09/2020,Product 1,Status 2,Type 1
4441,1,430.6449634,13/02/2025,03/01/2022,Product 3,Status 4,Type 2
4442,2,95.48091341,27/08/2020,30/08/2020,Product 1,Status 4,Type 1
4443,2,431.0537181,08/10/2025,06/10/2021,Product 3,Status 3,Type 2
4444,1,350.9296967,20/11/2020,22/11/2020,Product 1,Status 2,Type 1
4445,2,307.3236713,31/12/2021,29/12/2021,Product 1,Status 4,Type 1
4446,1,278.5989543,02/08/2021,07/08/2021,Product 1,Status 4,Type 1
4447,1,595.6734389,14/03/2025,09/09/2021,Product 1,Status 1,Type 2
4448,1,135.9030194,19/01/2022,14/10/2021,Product 4,Status 2,Type 3
4449,1,509.9893824,13/08/2021,15/08/2021,Product 1,Status 2,Type 1
4450,1,438.6296491,31/03/2020,31/03/2020,Product 2,Status 1,Type 1
4451,1,549.996154,27/05/2021,02/06/2021,Product 1,Status 3,Type 1
4452,1,142.8829816,05/01/2022,06/10/2021,Product 4,Status 1,Type 3
4453,1,202.0778066,16/06/2020,19/06/2020,Product 2,Status 4,Type 1
4454,3,467.9181083,24/08/2021,31/08/2021,Product 2,Status 1,Type 1
4455,1,591.7926279,13/07/2026,25/06/2021,Product 3,Status 4,Type 2
4456,1,206.8316077,26/09/2021,26/09/2021,Product 1,Status 1,Type 1
4457,2,356.4748567,12/09/2020,13/09/2020,Product 2,Status 4,Type 1
4458,2,561.4595316,29/01/2025,24/10/2021,Product 2,Status 4,Type 2
